,Month,Year,Date,new_text
100086,Oct,2022,2022-10-01,when a vp says they will distribute funds based on the colour of your skin how far the usa has gone
100087,Oct,2022,2022-10-01,not some minor gas stop lying to us about that the global warming hoax collapsed in 1997 when the temperature stopped rising while co2 continue to rise no significant correlation yet alone a cause
100088,Oct,2022,2022-10-01,we have an entire national department that handles natural disaster reliefremember brownie and his job running fema back during katrina ten years after you were relevant around 20 years after you pfp
100089,Oct,2022,2022-10-01,you love playing with firethis is tantamount to taunting all the environmentalists and global warming terrorists all at oncei recently made a positive comment on a youtube video about a bandit 4680 tree recycler just like your photo and was attacked by tree huggers
100090,Oct,2022,2022-10-01,junior that money was already spent the fed sends billions of dollars in relief to fl and other states every time a natural disaster hits youre just trying to grandstand for your fans who hate defending freedom
100091,Oct,2022,2022-10-01,another made up week they look happy tho so im guessing global warming is over
100092,Oct,2022,2022-10-01,we need a government that will help people to ameliorate the effects of global warming
100093,Oct,2022,2022-10-01,the information colected shows it have been happening since a hundreed years ago and is accelerating yes tropical storms have been happening since forever but as global warming increases the spectrum of temperatures registered it also affect the violence of climate events
100094,Oct,2022,2022-10-01,trump and gop and desantis didnt care or believed in global warming or climate changeso deal with it
100095,Oct,2022,2022-10-01,s obviously no global warminggot it
100096,Oct,2022,2022-10-01,s millions in federal that can be syphoned off to pro its a bonanza trump maga nothing is better than a natural disaster hurricaneian hurricane ian florida
100097,Oct,2022,2022-10-01,repairs cost money but let taxpayers spend that money directly themselves rather than taxing them and losing a big chunk of the funds through waste and overheadif people believe major global warming imminent why do they keep buying property in lowlying coastal areas
100098,Oct,2022,2022-10-01,stranded and in ruin just so you can make a dumb point about electric cars
100099,Oct,2022,2022-10-01,any place can have weather issues remember its all global warming causing the problem
100100,Oct,2022,2022-10-01,you look ugly today if each one of us does our bit we will be helping to keep global warming from harming our countries you make me sick
100101,Oct,2022,2022-10-01,venus planet of love was destroyed by global warming did its people want too much too did its people want too much
100102,Oct,2022,2022-10-01,i learned to question what people tell me
100103,Oct,2022,2022-10-01,imagine a world where milo wasnt inventedglobal warming and forever chemicals dont seem so bad now do they
100104,Oct,2022,2022-10-01,bottom line which party is saying global warming climate change is a hoax which party loves big oilgas which party is supporting windsolar to save our planet your choice in 22dems gop desantis dont help nj rubiovotebluein2022
100105,Oct,2022,2022-10-01,t believe us
100106,Oct,2022,2022-10-01,this hurricane tropical storm thing had me feeling like natural disaster film to bollywood historical drama to horror film and honestly its great
100107,Oct,2022,2022-10-01,
100108,Oct,2022,2022-10-01,two different circumstances get your political bs off a natural disaster
100109,Oct,2022,2022-10-01,s look at an historical example the jurassic period why no tipping point no runaway global warming why could animals and plants grow so large there should have been massive hurricanes flooding and drought but instead it was a meteor that killed them off
100110,Oct,2022,2022-10-01,but what if global warming is the only thing that will save us from the next ice age
100111,Oct,2022,2022-10-01,they said that august was going to see a record amount of hurricains for florida they didnt get any now the report is that oh the season shifted and it will probably change again
100112,Oct,2022,2022-10-01,i definitely agree that he should have supported aid for the victims of sandy and im conservative but when a part of the country goes through a natural disaster you help them plain and simple
100113,Oct,2022,2022-10-01,they said global warming does not exist then silent as higher gulf of mexico water temperatures produce massive storms
100114,Oct,2022,2022-10-01,they also have fear fake global warming harassing opposition party with arrests and confiscating and division bail reform trans rights abortion plus border crisis ukraine china russia afghanistan iran infrastructure scam
100115,Oct,2022,2022-10-01,it couldnt be global warming thats fake news
100116,Oct,2022,2022-10-01,no because global warming is actually so fucking scary and what can i do about it
100117,Oct,2022,2022-10-01,t we bail out those same banks when they made dud investments back in 2008 they make dud investments all the time and the tax payer foots the bill for it every time not really an indicator of whether global warming is true not
100118,Oct,2022,2022-10-01,t involved with natural disasters weirdo
100119,Oct,2022,2022-10-01,heck this madman might just slow global warming
100120,Oct,2022,2022-10-01,you mean a natural disaster like even earthquakes
100121,Oct,2022,2022-10-01,t immediately go to site of a natural disaster the presidents arriving would cause more trouble and disruption because he travels with a large security detail as everyone has clearly seen he obviously will be going to fl soon though stop politicizing a disaster
100122,Oct,2022,2022-10-01,i hope everyone can see where our country is as far as reverse racism is definitely a real thing and i have experienced this at my work place
